[LOG] INFO [IExchangeSimulator::setLoggerLogFile] Logger log file set to: RegressionTests/Baseline/ZeroIntelligenceSimulatorSimpleSantaFeModelLargeTime.baseline.txt
[LOG] INFO Lobster messages:
    time,    type,     oid,     qty,      px,     dir
10140000,       1,10030000,       1,10150000,       1,10020000,       1,10160000,       2, 9990000,       1,10170000,       2, 9980000,       2,10180000,       4, 9970000,       2
10140000,       1,10030000,       1,10150000,       1,10020000,       1,10160000,       2, 9990000,       1,10170000,       2, 9980000,       2,10180000,       4, 9970000,       2
10140000,       1,10030000,       1,10150000,       1,10020000,       1,10160000,       2,10010000,       1,10170000,       2, 9990000,       1,10180000,       4, 9980000,       2
10060000,       1,10030000,       1,10140000,       1,10020000,       1,10150000,       1,10010000,       1,10160000,       2, 9990000,       1,10170000,       2, 9980000,       2
10060000,       1,10030000,       1,10140000,       1,10020000,       1,10150000,       1,10010000,       1,10160000,       2, 9990000,       1,10170000,       2, 9980000,       1
10060000,       1,10030000,       1,10140000,       1,10020000,       1,10150000,       1,10010000,       1,10160000,       2, 9990000,       1,10170000,       2, 9980000,       1
10060000,       1,10030000,       1,10140000,       1,10020000,       1,10150000,       1,10010000,       1,10160000,       2, 9990000,       1,10170000,       2, 9980000,       1
10060000,       1,10030000,       1,10140000,       1,10020000,       1,10150000,       1,10010000,       1,10160000,       2, 9990000,       1,10170000,       2, 9980000,       1
10060000,       1,10030000,       1,10140000,       1,10020000,       1,10150000,       1,10010000,       1,10160000,       2, 9990000,       1,10170000,       2, 9980000,       1
10060000,       1,10020000,       1,10140000,       1,10010000,       1,10150000,       1, 9990000,       1,10160000,       2, 9980000,       1,10170000,       2, 9970000,       2
10060000,       1,10020000,       1,10140000,       1,10010000,       1,10150000,       1, 9990000,       1,10160000,       2, 9980000,       1,10170000,       2, 9970000,       2
10060000,       1,10020000,       1,10140000,       1,10010000,       1,10150000,       1, 9990000,       1,10160000,       2, 9980000,       1,10170000,       1, 9970000,       2
10060000,       1,10020000,       1,10140000,       1,10010000,       1,10150000,       1, 9990000,       1,10160000,       2, 9980000,       1,10170000,       1, 9970000,       2
10060000,       1,10020000,       1,10140000,       1,10010000,       1,10150000,       1, 9990000,       1,10160000,       2, 9980000,       1,10170000,       1, 9970000,       2
10060000,       1,10020000,       1,10140000,       1,10010000,       1,10160000,       2, 9990000,       1,10170000,       1, 9980000,       1,10180000,       4, 9970000,       2
10060000,       1,10020000,       1,10140000,       1,10010000,       1,10160000,       2, 9990000,       1,10170000,       1, 9980000,       1,10180000,       4, 9970000,       2
10060000,       1,10020000,       1,10140000,       1,10010000,       1,10160000,       2, 9990000,       1,10170000,       1, 9980000,       1,10180000,       4, 9970000,       2
10060000,       1,10020000,       1,10140000,       1,10010000,       1,10160000,       2, 9990000,       1,10170000,       1, 9980000,       1,10180000,       4, 9970000,       2
10060000,       1,10020000,       1,10140000,       1,10010000,       1,10160000,       2, 9990000,       1,10170000,       1, 9980000,       1,10180000,       4, 9970000,       2
10060000,       1,10020000,       1,10140000,       1,10010000,       1,10160000,       2, 9990000,       1,10170000,       1, 9980000,       1,10180000,       4, 9970000,       2
10060000,       1,10020000,       1,10140000,       1,10010000,       1,10160000,       2, 9990000,       1,10170000,       1, 9970000,       2,10180000,       4, 9960000,       4
10060000,       1,10030000,       1,10140000,       1,10020000,       1,10160000,       2,10010000,       1,10170000,       1, 9990000,       1,10180000,       4, 9970000,       2
10140000,       1,10030000,       1,10160000,       2,10020000,       1,10170000,       1,10010000,       1,10180000,       4, 9990000,       1,10190000,      12, 9970000,       2
10090000,       1,10030000,       1,10140000,       1,10020000,       1,10160000,       2,10010000,       1,10170000,       1, 9990000,       1,10180000,       4, 9970000,       2
10140000,       1,10030000,       1,10160000,       2,10020000,       1,10170000,       1,10010000,       1,10180000,       4, 9990000,       1,10190000,      12, 9970000,       2
10160000,       2,10030000,       1,10170000,       1,10020000,       1,10180000,       4,10010000,       1,10190000,      12, 9990000,       1,10200000,       3, 9970000,       2
10160000,       2,10030000,       1,10170000,       1,10020000,       1,10180000,       4,10010000,       1,10190000,      12, 9990000,       1,10200000,       3, 9970000,       2
10160000,       2,10030000,       1,10170000,       1,10020000,       1,10180000,       4,10010000,       1,10190000,      12, 9990000,       1,10200000,       3, 9970000,       2
10090000,       1,10030000,       1,10160000,       2,10020000,       1,10170000,       1,10010000,       1,10180000,       4, 9990000,       1,10190000,      12, 9970000,       2
10090000,       1,10030000,       1,10160000,       1,10020000,       1,10170000,       1,10010000,       1,10180000,       4, 9990000,       1,10190000,      12, 9970000,       2
10090000,       1,10030000,       1,10160000,       1,10010000,       1,10170000,       1, 9990000,       1,10180000,       4, 9970000,       2,10190000,      12, 9960000,       4
10090000,       1,10030000,       1,10160000,       1,10010000,       1,10170000,       1, 9990000,       1,10180000,       4, 9970000,       2,10190000,      12, 9960000,       4
10160000,       1,10030000,       1,10170000,       1,10010000,       1,10180000,       4, 9990000,       1,10190000,      12, 9970000,       2,10200000,       3, 9960000,       4
10160000,       1,10030000,       1,10170000,       1,10010000,       1,10180000,       4, 9990000,       1,10190000,      12, 9970000,       2,10200000,       2, 9960000,       4
10170000,       1,10030000,       1,10180000,       4,10010000,       1,10190000,      12, 9990000,       1,10200000,       2, 9970000,       2,10210000,       5, 9960000,       4
10170000,       1,10030000,       1,10180000,       4,10010000,       1,10190000,      12, 9990000,       1,10200000,       2, 9970000,       2,10210000,       5, 9960000,       4
10120000,       1,10030000,       1,10170000,       1,10010000,       1,10180000,       4, 9990000,       1,10190000,      12, 9970000,       2,10200000,       2, 9960000,       4
10120000,       1,10030000,       1,10170000,       1,10010000,       1,10180000,       4, 9990000,       1,10190000,      12, 9970000,       2,10200000,       2, 9960000,       4
10120000,       1,10030000,       1,10170000,       1,10010000,       1,10180000,       4, 9990000,       1,10190000,      12, 9970000,       2,10200000,       2, 9960000,       4
10120000,       1,10030000,       1,10170000,       1,10010000,       1,10180000,       4, 9990000,       1,10190000,      12, 9970000,       2,10200000,       2, 9960000,       4
10120000,       1,10030000,       1,10170000,       1,10010000,       1,10180000,       4, 9990000,       1,10190000,      12, 9970000,       2,10200000,       2, 9960000,       4
10120000,       1,10010000,       1,10170000,       1, 9990000,       1,10180000,       4, 9970000,       2,10190000,      12, 9960000,       4,10200000,       2, 9950000,       3
10120000,       1,10010000,       1,10170000,       1, 9990000,       1,10180000,       5, 9970000,       2,10190000,      12, 9960000,       4,10200000,       2, 9950000,       3
10120000,       1,10010000,       1,10180000,       5, 9990000,       1,10190000,      12, 9970000,       2,10200000,       2, 9960000,       4,10210000,       5, 9950000,       3
10120000,       1,10010000,       1,10180000,       5, 9990000,       1,10190000,      12, 9970000,       2,10200000,       2, 9960000,       4,10210000,       5, 9950000,       3
10120000,       1,10010000,       1,10180000,       5, 9990000,       1,10190000,      12, 9970000,       2,10200000,       2, 9960000,       4,10210000,       5, 9950000,       3
10120000,       1,10010000,       1,10180000,       5, 9990000,       1,10190000,      12, 9970000,       2,10200000,       2, 9960000,       4,10210000,       5, 9950000,       3
10120000,       1,10010000,       1,10180000,       5, 9990000,       1,10190000,      12, 9970000,       2,10200000,       2, 9960000,       4,10210000,       5, 9950000,       3
10120000,       1,10010000,       1,10180000,       5, 9990000,       1,10190000,      12, 9970000,       2,10200000,       2, 9960000,       4,10210000,       5, 9950000,       3
10120000,       1,10010000,       1,10180000,       5, 9970000,       2,10190000,      12, 9960000,       4,10200000,       2, 9950000,       3,10210000,       5, 9930000,       2
10120000,       1,10010000,       1,10180000,       5, 9970000,       2,10190000,      12, 9960000,       4,10200000,       2, 9950000,       3,10210000,       5, 9930000,       2
10120000,       1,10080000,       1,10180000,       5,10010000,       1,10190000,      12, 9970000,       2,10200000,       2, 9960000,       4,10210000,       5, 9950000,       3
10120000,       1,10080000,       1,10180000,       5,10010000,       1,10190000,      12, 9970000,       2,10200000,       2, 9960000,       4,10210000,       5, 9950000,       3
10120000,       1,10080000,       1,10160000,       1,10010000,       1,10180000,       5, 9970000,       2,10190000,      12, 9960000,       4,10200000,       2, 9950000,       3
10120000,       1,10080000,       1,10160000,       1,10010000,       1,10180000,       5, 9970000,       2,10190000,      12, 9960000,       4,10200000,       2, 9950000,       3
10120000,       1,10080000,       1,10160000,       1,10010000,       1,10180000,       5, 9970000,       2,10190000,      12, 9960000,       4,10200000,       2, 9950000,       3
10120000,       1,10080000,       1,10160000,       1,10010000,       1,10180000,       5, 9970000,       2,10190000,      12, 9960000,       3,10200000,       2, 9950000,       3
10120000,       1,10080000,       1,10160000,       1,10010000,       1,10180000,       5, 9970000,       2,10190000,      12, 9960000,       3,10200000,       2, 9950000,       3
10120000,       1,10080000,       1,10160000,       1,10010000,       1,10180000,       5, 9970000,       2,10190000,      12, 9960000,       3,10200000,       2, 9950000,       3
10160000,       1,10080000,       1,10180000,       5,10010000,       1,10190000,      12, 9970000,       2,10200000,       2, 9960000,       3,10210000,       5, 9950000,       3
10160000,       1,10080000,       1,10180000,       5,10020000,       1,10190000,      12,10010000,       1,10200000,       2, 9970000,       2,10210000,       5, 9960000,       3
10160000,       1,10080000,       1,10180000,       5,10020000,       1,10190000,      12,10010000,       1,10200000,       2, 9970000,       2,10210000,       5, 9960000,       3
10160000,       1,10080000,       1,10180000,       5,10020000,       1,10190000,      12,10010000,       1,10200000,       2, 9970000,       2,10210000,       5, 9960000,       3
10160000,       1,10080000,       1,10180000,       5,10020000,       1,10190000,      12,10010000,       1,10200000,       2, 9970000,       2,10210000,       5, 9960000,       3
10160000,       1,10020000,       1,10180000,       5,10010000,       1,10190000,      12, 9970000,       2,10200000,       2, 9960000,       3,10210000,       5, 9950000,       3
10160000,       1,10020000,       1,10180000,       5,10010000,       1,10190000,      12, 9970000,       2,10200000,       2, 9960000,       3,10210000,       5, 9950000,       3
10160000,       1,10020000,       1,10180000,       5,10010000,       1,10190000,      12, 9970000,       2,10200000,       2, 9960000,       3,10210000,       5, 9950000,       3
10160000,       1,10020000,       1,10170000,       1,10010000,       1,10180000,       5, 9970000,       2,10190000,      12, 9960000,       3,10200000,       2, 9950000,       3
10040000,       1,10020000,       1,10160000,       1,10010000,       1,10170000,       1, 9970000,       2,10180000,       5, 9960000,       3,10190000,      12, 9950000,       3
10040000,       1,10020000,       1,10160000,       1,10010000,       1,10170000,       1, 9970000,       2,10180000,       5, 9960000,       3,10190000,      12, 9950000,       3
10040000,       1,10020000,       1,10070000,       1,10010000,       1,10160000,       1, 9970000,       2,10170000,       1, 9960000,       3,10180000,       5, 9950000,       3
10040000,       1,10020000,       1,10070000,       1,10010000,       1,10160000,       1, 9990000,       1,10170000,       1, 9970000,       2,10180000,       5, 9960000,       3
10040000,       1,10020000,       1,10070000,       1,10010000,       1,10160000,       1, 9990000,       1,10170000,       1, 9970000,       2,10180000,       5, 9960000,       3
10040000,       1,10020000,       1,10070000,       1,10010000,       1,10160000,       1, 9990000,       1,10170000,       1, 9970000,       2,10180000,       5, 9960000,       3
10040000,       1,10020000,       1,10070000,       1,10010000,       1,10160000,       1, 9990000,       1,10170000,       1, 9970000,       2,10180000,       5, 9960000,       3
10040000,       1,10020000,       1,10070000,       1,10010000,       1,10160000,       1, 9990000,       1,10170000,       1, 9970000,       2,10180000,       5, 9960000,       3
10040000,       1,10020000,       1,10070000,       1,10010000,       1,10160000,       1, 9990000,       1,10170000,       1, 9970000,       2,10180000,       5, 9960000,       3
10040000,       1,10020000,       1,10070000,       1,10010000,       1,10090000,       1, 9990000,       1,10160000,       1, 9970000,       2,10170000,       1, 9960000,       3
10040000,       1,10020000,       1,10070000,       1,10010000,       1,10090000,       1, 9990000,       1,10160000,       1, 9970000,       2,10170000,       1, 9960000,       3
10040000,       1,10020000,       1,10070000,       1,10010000,       1,10090000,       1, 9990000,       1,10160000,       1, 9970000,       2,10170000,       1, 9960000,       3
10040000,       1,10020000,       1,10070000,       1, 9990000,       1,10090000,       1, 9970000,       2,10160000,       1, 9960000,       3,10170000,       1, 9950000,       3
10040000,       1,10020000,       1,10070000,       1, 9990000,       1,10090000,       1, 9970000,       2,10160000,       1, 9960000,       3,10170000,       1, 9950000,       3
10040000,       1,10020000,       1,10070000,       1, 9990000,       1,10090000,       1, 9970000,       2,10160000,       1, 9960000,       3,10170000,       1, 9950000,       3
10040000,       1,10020000,       1,10070000,       1, 9990000,       1,10090000,       1, 9970000,       2,10160000,       1, 9960000,       3,10170000,       1, 9950000,       3
10040000,       1,10020000,       1,10070000,       1, 9990000,       1,10090000,       1, 9970000,       2,10160000,       1, 9960000,       3,10170000,       1, 9950000,       3
10040000,       1,10020000,       1,10070000,       1, 9990000,       1,10090000,       1, 9970000,       2,10130000,       1, 9960000,       3,10160000,       1, 9950000,       3
10040000,       1,10020000,       1,10070000,       1, 9990000,       1,10090000,       1, 9970000,       2,10130000,       1, 9960000,       3,10160000,       1, 9950000,       3
10040000,       1,10020000,       1,10070000,       1, 9990000,       1,10090000,       1, 9970000,       2,10130000,       1, 9960000,       3,10160000,       1, 9950000,       3
10040000,       1,10020000,       1,10070000,       1, 9990000,       1,10090000,       1, 9970000,       2,10110000,       1, 9960000,       3,10130000,       1, 9950000,       3
10070000,       1,10020000,       1,10090000,       1, 9990000,       1,10110000,       1, 9970000,       2,10130000,       1, 9960000,       3,10160000,       1, 9950000,       3
10070000,       1,10020000,       1,10090000,       1, 9990000,       1,10110000,       1, 9970000,       2,10130000,       1, 9960000,       3,10160000,       1, 9950000,       3
10070000,       1,10020000,       1,10090000,       1, 9990000,       1,10110000,       1, 9970000,       2,10130000,       1, 9960000,       3,10160000,       1, 9950000,       3
10070000,       1,10020000,       1,10090000,       1, 9990000,       1,10110000,       1, 9970000,       2,10130000,       1, 9960000,       3,10160000,       1, 9950000,       3
10070000,       1,10020000,       1,10090000,       1, 9990000,       1,10110000,       2, 9970000,       2,10130000,       1, 9960000,       3,10160000,       1, 9950000,       3
10070000,       1,10030000,       1,10090000,       1,10020000,       1,10110000,       2, 9990000,       1,10130000,       1, 9970000,       2,10160000,       1, 9960000,       3
10070000,       1,10030000,       1,10090000,       1,10020000,       1,10110000,       2, 9990000,       1,10130000,       1, 9970000,       2,10160000,       1, 9960000,       3
10070000,       1,10030000,       1,10090000,       1,10020000,       1,10110000,       2, 9990000,       1,10130000,       1, 9970000,       2,10160000,       1, 9960000,       3
10070000,       1,10030000,       1,10090000,       1,10020000,       1,10110000,       2, 9990000,       1,10130000,       1, 9970000,       2,10160000,       1, 9960000,       3
10070000,       1,10030000,       1,10090000,       1,10020000,       1,10110000,       2, 9990000,       1,10130000,       1, 9970000,       2,10160000,       1, 9960000,       3
10070000,       1,10030000,       1,10090000,       1,10020000,       1,10110000,       2, 9990000,       1,10130000,       1, 9970000,       2,10160000,       1, 9960000,       3
10070000,       1,10030000,       1,10090000,       1,10020000,       1,10110000,       2, 9990000,       1,10130000,       1, 9970000,       2,10160000,       1, 9960000,       3
10070000,       1,10030000,       1,10090000,       1,10020000,       1,10110000,       2, 9990000,       1,10130000,       1, 9970000,       2,10160000,       1, 9960000,       3
10070000,       1,10030000,       1,10090000,       1,10020000,       1,10110000,       2, 9990000,       1,10130000,       1, 9970000,       2,10160000,       1, 9960000,       3
10070000,       1,10030000,       1,10090000,       1,10020000,       1,10110000,       2, 9990000,       1,10130000,       1, 9970000,       2,10160000,       1, 9960000,       3
10070000,       1,10030000,       1,10090000,       1,10020000,       1,10110000,       2, 9990000,       1,10130000,       1, 9970000,       2,10160000,       1, 9960000,       3
10070000,       1,10030000,       1,10090000,       1,10020000,       1,10110000,       1, 9990000,       1,10130000,       1, 9970000,       2,10160000,       1, 9960000,       3
10070000,       1,10030000,       1,10090000,       1,10020000,       1,10110000,       1, 9990000,       1,10130000,       1, 9970000,       2,10160000,       1, 9960000,       3
10070000,       1,10030000,       1,10090000,       1,10020000,       1,10110000,       1, 9990000,       1,10130000,       1, 9970000,       2,10160000,       1, 9960000,       3
10070000,       1,10030000,       1,10090000,       1,10020000,       1,10110000,       1, 9990000,       1,10130000,       1, 9970000,       2,10160000,       1, 9960000,       3
10070000,       1,10020000,       1,10090000,       1, 9990000,       1,10110000,       1, 9970000,       2,10130000,       1, 9960000,       3,10160000,       1, 9950000,       3
10070000,       1,10020000,       1,10090000,       1, 9990000,       1,10110000,       1, 9970000,       2,10130000,       1, 9960000,       3,10150000,       1, 9950000,       3
10050000,       1,10020000,       1,10070000,       1, 9990000,       1,10090000,       1, 9970000,       2,10110000,       1, 9960000,       3,10130000,       1, 9950000,       3
10050000,       1,10020000,       1,10060000,       1, 9990000,       1,10070000,       1, 9970000,       2,10090000,       1, 9960000,       3,10110000,       1, 9950000,       3
10060000,       1,10020000,       1,10070000,       1, 9990000,       1,10090000,       1, 9970000,       2,10110000,       1, 9960000,       3,10130000,       1, 9950000,       3
10060000,       1, 9990000,       1,10070000,       1, 9970000,       2,10090000,       1, 9960000,       3,10110000,       1, 9950000,       3,10130000,       1, 9940000,       1
10060000,       1, 9990000,       1,10070000,       1, 9970000,       2,10090000,       1, 9960000,       3,10110000,       1, 9950000,       3,10130000,       1, 9940000,       1
10060000,       1, 9990000,       1,10070000,       1, 9970000,       2,10090000,       1, 9960000,       3,10110000,       1, 9950000,       3,10130000,       1, 9940000,       1
10060000,       1, 9990000,       1,10070000,       1, 9970000,       2,10090000,       1, 9960000,       3,10110000,       1, 9950000,       3,10130000,       1, 9940000,       1
10060000,       1, 9990000,       1,10070000,       1, 9970000,       2,10090000,       1, 9960000,       3,10110000,       1, 9950000,       3,10150000,       1, 9940000,       1
10010000,       1, 9990000,       1,10060000,       1, 9970000,       2,10070000,       1, 9960000,       3,10090000,       1, 9950000,       3,10110000,       1, 9940000,       1
10010000,       1, 9990000,       1,10060000,       1, 9970000,       2,10070000,       1, 9960000,       3,10090000,       1, 9950000,       2,10110000,       1, 9940000,       1
10060000,       1, 9990000,       1,10070000,       1, 9970000,       2,10090000,       1, 9960000,       3,10110000,       1, 9950000,       2,10150000,       1, 9940000,       1
10060000,       1,10050000,       1,10070000,       1, 9990000,       1,10090000,       1, 9970000,       2,10110000,       1, 9960000,       3,10150000,       1, 9950000,       2
10060000,       1,10050000,       1,10070000,       1, 9990000,       1,10090000,       1, 9970000,       2,10110000,       1, 9960000,       4,10150000,       1, 9950000,       2
10060000,       1,10050000,       1,10090000,       1, 9990000,       1,10110000,       1, 9970000,       2,10150000,       1, 9960000,       4,10160000,       1, 9950000,       2
10060000,       1,10050000,       1,10090000,       1, 9990000,       1,10110000,       1, 9970000,       2,10160000,       1, 9960000,       4,10180000,       4, 9950000,       2
10060000,       1, 9990000,       1,10090000,       1, 9970000,       2,10110000,       1, 9960000,       4,10160000,       1, 9950000,       2,10180000,       4, 9940000,       1
10060000,       1, 9970000,       2,10090000,       1, 9960000,       4,10110000,       1, 9950000,       2,10160000,       1, 9940000,       1,10180000,       4, 9930000,       2
10060000,       1, 9970000,       2,10090000,       1, 9960000,       4,10110000,       1, 9950000,       2,10140000,       1, 9940000,       1,10160000,       1, 9930000,       2
10060000,       1, 9970000,       2,10090000,       1, 9960000,       4,10110000,       1, 9950000,       2,10140000,       1, 9940000,       1,10160000,       1, 9930000,       3
10060000,       1, 9970000,       2,10090000,       1, 9960000,       4,10110000,       1, 9950000,       2,10160000,       1, 9940000,       1,10180000,       4, 9930000,       3
10060000,       1, 9970000,       2,10090000,       1, 9960000,       5,10110000,       1, 9950000,       2,10160000,       1, 9940000,       1,10180000,       4, 9930000,       3
10090000,       1, 9970000,       2,10110000,       1, 9960000,       5,10160000,       1, 9950000,       2,10180000,       4, 9940000,       1,10190000,      12, 9930000,       3
10070000,       1, 9970000,       2,10090000,       1, 9960000,       5,10110000,       1, 9950000,       2,10160000,       1, 9940000,       1,10180000,       4, 9930000,       3
10070000,       1, 9970000,       2,10090000,       1, 9960000,       5,10110000,       1, 9950000,       2,10160000,       2, 9940000,       1,10180000,       4, 9930000,       3
10070000,       1, 9970000,       2,10090000,       1, 9960000,       5,10110000,       1, 9950000,       2,10160000,       2, 9940000,       1,10180000,       4, 9930000,       3
10070000,       1, 9970000,       2,10090000,       1, 9960000,       5,10110000,       1, 9950000,       2,10160000,       2, 9940000,       1,10180000,       4, 9930000,       3
10070000,       1, 9970000,       2,10090000,       1, 9960000,       5,10110000,       1, 9950000,       2,10160000,       2, 9940000,       1,10180000,       4, 9930000,       3
10070000,       1, 9970000,       3,10090000,       1, 9960000,       5,10110000,       1, 9950000,       2,10160000,       2, 9940000,       1,10180000,       4, 9930000,       3
10070000,       1, 9970000,       3,10090000,       1, 9960000,       5,10110000,       1, 9950000,       2,10160000,       2, 9940000,       1,10180000,       4, 9930000,       3
10070000,       1, 9970000,       3,10090000,       1, 9960000,       5,10110000,       1, 9950000,       2,10160000,       2, 9940000,       1,10180000,       4, 9930000,       3
10070000,       1, 9970000,       3,10090000,       1, 9960000,       5,10110000,       1, 9950000,       2,10130000,       1, 9940000,       1,10160000,       2, 9930000,       3
10070000,       1, 9970000,       3,10090000,       1, 9960000,       5,10110000,       1, 9950000,       2,10130000,       1, 9940000,       1,10160000,       2, 9930000,       3
 9990000,       1, 9970000,       3,10070000,       1, 9960000,       5,10090000,       1, 9950000,       2,10110000,       1, 9940000,       1,10130000,       1, 9930000,       3
 9990000,       1, 9970000,       3,10070000,       1, 9960000,       5,10090000,       1, 9950000,       2,10110000,       1, 9940000,       1,10130000,       1, 9930000,       3
 9990000,       1, 9970000,       3,10010000,       1, 9960000,       5,10070000,       1, 9950000,       2,10090000,       1, 9940000,       1,10110000,       1, 9930000,       3
 9990000,       1, 9970000,       3,10010000,       1, 9960000,       5,10060000,       1, 9950000,       2,10070000,       1, 9940000,       1,10090000,       1, 9930000,       3
 9990000,       2, 9970000,       3,10010000,       1, 9960000,       5,10060000,       1, 9950000,       2,10070000,       1, 9940000,       1,10090000,       1, 9930000,       3
 9990000,       2, 9970000,       3,10010000,       1, 9960000,       5,10060000,       1, 9950000,       2,10070000,       1, 9940000,       1,10090000,       1, 9930000,       3
 9990000,       2, 9970000,       3,10010000,       1, 9960000,       5,10060000,       1, 9950000,       2,10070000,       1, 9940000,       1,10090000,       1, 9930000,       3
 9990000,       2, 9970000,       2,10010000,       1, 9960000,       5,10060000,       1, 9950000,       2,10070000,       1, 9940000,       1,10090000,       1, 9930000,       3
 9990000,       2, 9970000,       2,10010000,       1, 9960000,       5,10060000,       1, 9950000,       3,10070000,       1, 9940000,       1,10090000,       1, 9930000,       3
 9990000,       2, 9970000,       2,10010000,       1, 9960000,       5,10060000,       1, 9950000,       3,10070000,       1, 9940000,       1,10090000,       1, 9930000,       3
 9990000,       2, 9970000,       2,10010000,       1, 9960000,       5,10060000,       1, 9950000,       3,10070000,       1, 9940000,       1,10090000,       1, 9930000,       3
 9990000,       2, 9970000,       2,10010000,       1, 9960000,       5,10060000,       1, 9950000,       3,10070000,       1, 9940000,       1,10090000,       1, 9930000,       3
 9990000,       2, 9970000,       2,10010000,       1, 9960000,       5,10060000,       1, 9950000,       4,10070000,       1, 9940000,       1,10090000,       1, 9930000,       3
 9990000,       2, 9970000,       2,10010000,       1, 9960000,       5,10060000,       1, 9950000,       4,10070000,       1, 9940000,       1,10090000,       1, 9930000,       3
 9990000,       2, 9970000,       2,10010000,       1, 9960000,       5,10060000,       1, 9950000,       4,10070000,       1, 9940000,       1,10090000,       1, 9930000,       3
 9990000,       2, 9970000,       2,10010000,       1, 9960000,       5,10060000,       1, 9950000,       4,10070000,       1, 9940000,       1,10090000,       1, 9930000,       3
 9990000,       2, 9970000,       2,10010000,       1, 9960000,       5,10060000,       1, 9950000,       4,10070000,       1, 9940000,       1,10090000,       1, 9930000,       3
 9990000,       1, 9970000,       2,10010000,       1, 9960000,       5,10060000,       1, 9950000,       4,10070000,       1, 9940000,       1,10090000,       1, 9930000,       3
 9990000,       1, 9970000,       2,10010000,       1, 9960000,       5,10060000,       1, 9950000,       4,10070000,       1, 9940000,       1,10090000,       1, 9930000,       3
 9990000,       1, 9970000,       2,10010000,       1, 9960000,       5,10060000,       1, 9950000,       4,10070000,       1, 9940000,       1,10090000,       1, 9930000,       3
 9990000,       1, 9970000,       2,10010000,       1, 9960000,       5,10060000,       1, 9950000,       4,10070000,       1, 9940000,       1,10090000,       1, 9930000,       3
 9990000,       1, 9970000,       1,10010000,       1, 9960000,       5,10060000,       1, 9950000,       4,10070000,       1, 9940000,       1,10090000,       1, 9930000,       3
 9990000,       1, 9970000,       1,10010000,       1, 9960000,       6,10060000,       1, 9950000,       4,10070000,       1, 9940000,       1,10090000,       1, 9930000,       3
 9990000,       1, 9970000,       1,10010000,       1, 9960000,       6,10060000,       1, 9950000,       4,10070000,       1, 9940000,       1,10090000,       1, 9930000,       3
 9990000,       1, 9970000,       1,10010000,       1, 9960000,       6,10060000,       1, 9950000,       4,10070000,       1, 9940000,       1,10090000,       1, 9930000,       3
 9990000,       1, 9970000,       1,10010000,       1, 9960000,       6,10060000,       1, 9950000,       4,10070000,       1, 9940000,       1,10090000,       1, 9930000,       3
10010000,       1, 9970000,       1,10060000,       1, 9960000,       6,10070000,       1, 9950000,       4,10090000,       1, 9940000,       1,10110000,       1, 9930000,       3
10010000,       1, 9970000,       1,10060000,       1, 9960000,       6,10070000,       1, 9950000,       4,10090000,       1, 9940000,       1,10110000,       1, 9930000,       3
10010000,       1, 9970000,       1,10060000,       1, 9960000,       6,10070000,       1, 9950000,       4,10090000,       1, 9940000,       1,10130000,       1, 9930000,       3
10010000,       1, 9970000,       1,10060000,       1, 9960000,       6,10070000,       1, 9950000,       4,10090000,       1, 9940000,       1,10130000,       1, 9930000,       3
10010000,       1, 9960000,       6,10060000,       1, 9950000,       4,10070000,       1, 9940000,       1,10090000,       1, 9930000,       3,10130000,       1, 9920000,       2
10010000,       1, 9960000,       6,10060000,       1, 9950000,       4,10070000,       1, 9940000,       1,10090000,       1, 9930000,       3,10130000,       1, 9920000,       2
10010000,       1, 9960000,       6,10060000,       1, 9950000,       4,10070000,       1, 9940000,       1,10090000,       1, 9930000,       3,10130000,       1, 9920000,       2
10010000,       1, 9960000,       6,10060000,       1, 9950000,       4,10070000,       1, 9940000,       1,10090000,       1, 9930000,       3,10130000,       1, 9920000,       2
10010000,       1, 9960000,       6,10060000,       1, 9950000,       4,10070000,       1, 9940000,       1,10090000,       1, 9930000,       3,10130000,       1, 9920000,       2
10060000,       1, 9960000,       6,10070000,       1, 9950000,       4,10090000,       1, 9940000,       1,10130000,       1, 9930000,       3,10160000,       2, 9920000,       2
10060000,       1, 9960000,       6,10070000,       1, 9950000,       4,10090000,       1, 9940000,       1,10130000,       1, 9930000,       3,10160000,       2, 9920000,       2
10060000,       1, 9960000,       5,10070000,       1, 9950000,       4,10090000,       1, 9940000,       1,10130000,       1, 9930000,       3,10160000,       2, 9920000,       2
10060000,       1, 9960000,       5,10070000,       1, 9950000,       4,10090000,       1, 9940000,       1,10130000,       1, 9930000,       3,10160000,       2, 9920000,       2
10070000,       1, 9960000,       5,10090000,       1, 9950000,       4,10130000,       1, 9940000,       1,10160000,       2, 9930000,       3,10180000,       4, 9920000,       2
10070000,       1, 9960000,       5,10090000,       1, 9950000,       4,10130000,       1, 9940000,       1,10160000,       2, 9930000,       3,10180000,       4, 9920000,       2
10090000,       1, 9960000,       5,10130000,       1, 9950000,       4,10160000,       2, 9940000,       1,10180000,       4, 9930000,       3,10190000,      14, 9920000,       2
10090000,       1, 9960000,       4,10130000,       1, 9950000,       4,10160000,       2, 9940000,       1,10180000,       4, 9930000,       3,10190000,      14, 9920000,       2
10090000,       1, 9960000,       4,10130000,       1, 9950000,       4,10160000,       2, 9940000,       1,10180000,       4, 9930000,       3,10190000,      14, 9920000,       2
