[LOG] INFO [IExchangeSimulator::setLoggerLogFile] Logger log file set to: RegressionTests/Baseline/ZeroIntelligenceSimulatorSimpleSantaFeModelLargeTime.baseline.txt
[LOG] INFO Lobster messages:
    time,    type,     oid,     qty,      px,     dir
10070000,       1,10040000,       3,10110000,       3,10030000,       1,10130000,       8,10020000,       1,10150000,       2,10000000,       3,10160000,       2, 9990000,       2
10070000,       1,10040000,       3,10110000,       3,10030000,       1,10130000,       8,10020000,       1,10150000,       2,10000000,       3,10160000,       2, 9990000,       2
10070000,       1,10040000,       3,10110000,       3,10030000,       1,10130000,       8,10020000,       1,10150000,       2,10000000,       3,10160000,       2, 9990000,       2
10070000,       1,10040000,       3,10110000,       3,10030000,       1,10130000,       8,10020000,       1,10150000,       2,10000000,       3,10160000,       2, 9990000,       2
10110000,       3,10040000,       3,10130000,       8,10030000,       1,10150000,       2,10020000,       1,10160000,       2,10000000,       3,10170000,      11, 9990000,       2
10110000,       3,10040000,       3,10130000,       8,10030000,       1,10150000,       2,10020000,       1,10160000,       3,10000000,       3,10170000,      11, 9990000,       2
10110000,       3,10040000,       2,10130000,       8,10030000,       1,10150000,       2,10020000,       1,10160000,       3,10000000,       3,10170000,      11, 9990000,       2
10110000,       3,10040000,       2,10130000,       8,10030000,       1,10150000,       2,10020000,       1,10160000,       3,10000000,       3,10170000,      11, 9990000,       2
10110000,       3,10040000,       2,10130000,       8,10030000,       1,10150000,       2,10020000,       1,10160000,       3,10000000,       3,10170000,      11, 9990000,       2
10110000,       3,10040000,       2,10130000,       8,10030000,       1,10150000,       2,10020000,       1,10160000,       3,10000000,       3,10170000,      11, 9990000,       2
10110000,       3,10070000,       1,10130000,       8,10040000,       2,10150000,       2,10030000,       1,10160000,       3,10020000,       1,10170000,      11,10000000,       3
10110000,       3,10070000,       1,10130000,       8,10040000,       2,10150000,       2,10030000,       1,10160000,       3,10020000,       1,10170000,      11,10000000,       3
10110000,       3,10070000,       1,10130000,       8,10040000,       2,10150000,       2,10030000,       1,10160000,       3,10020000,       1,10170000,      11,10000000,       3
10110000,       3,10070000,       1,10130000,       8,10050000,       1,10150000,       2,10040000,       2,10160000,       3,10030000,       1,10170000,      11,10020000,       1
10110000,       3,10070000,       1,10130000,       8,10050000,       1,10150000,       2,10040000,       2,10160000,       3,10030000,       1,10170000,      11,10020000,       1
10110000,       2,10070000,       1,10130000,       8,10050000,       1,10150000,       2,10040000,       2,10160000,       3,10030000,       1,10170000,      11,10020000,       1
10110000,       2,10070000,       1,10130000,       8,10050000,       1,10150000,       2,10040000,       2,10160000,       3,10030000,       1,10170000,      11,10020000,       1
10110000,       1,10070000,       1,10130000,       8,10050000,       1,10150000,       2,10040000,       2,10160000,       3,10030000,       1,10170000,      11,10020000,       1
10110000,       1,10070000,       2,10130000,       8,10050000,       1,10150000,       2,10040000,       2,10160000,       3,10030000,       1,10170000,      11,10020000,       1
10110000,       1,10070000,       2,10130000,       8,10050000,       1,10150000,       2,10040000,       2,10160000,       3,10030000,       1,10170000,      11,10020000,       1
10110000,       1,10070000,       1,10130000,       8,10050000,       1,10150000,       2,10040000,       2,10160000,       3,10030000,       1,10170000,      11,10020000,       1
10110000,       1,10070000,       1,10130000,       8,10050000,       1,10150000,       2,10040000,       2,10160000,       3,10030000,       1,10170000,      11,10020000,       1
10130000,       8,10070000,       1,10150000,       2,10050000,       1,10160000,       3,10040000,       2,10170000,      11,10030000,       1,10180000,       2,10020000,       1
10130000,       8,10070000,       1,10150000,       2,10050000,       1,10160000,       3,10040000,       2,10170000,      11,10030000,       1,10180000,       2,10020000,       1
10130000,       8,10070000,       1,10150000,       2,10050000,       1,10160000,       3,10040000,       2,10170000,      11,10030000,       1,10180000,       2,10020000,       1
10130000,       8,10070000,       1,10150000,       2,10050000,       1,10160000,       3,10040000,       2,10170000,      11,10030000,       1,10180000,       2,10020000,       1
10130000,       8,10070000,       1,10150000,       2,10050000,       1,10160000,       3,10040000,       2,10170000,      11,10030000,       1,10180000,       2,10020000,       1
10130000,       8,10070000,       1,10150000,       2,10050000,       1,10160000,       3,10040000,       2,10170000,      11,10030000,       1,10180000,       2,10020000,       1
10130000,       8,10070000,       1,10150000,       2,10050000,       1,10160000,       3,10040000,       2,10170000,      11,10030000,       1,10180000,       2,10020000,       1
10130000,       8,10070000,       1,10150000,       2,10050000,       1,10160000,       3,10040000,       2,10170000,      11,10030000,       1,10180000,       2,10020000,       1
10130000,       8,10070000,       2,10150000,       2,10050000,       1,10160000,       3,10040000,       2,10170000,      11,10030000,       1,10180000,       2,10020000,       1
10130000,       8,10070000,       2,10150000,       2,10050000,       1,10160000,       2,10040000,       2,10170000,      11,10030000,       1,10180000,       2,10020000,       1
10130000,       8,10070000,       1,10150000,       2,10050000,       1,10160000,       2,10040000,       2,10170000,      11,10030000,       1,10180000,       2,10020000,       1
10130000,       8,10070000,       1,10150000,       2,10050000,       1,10160000,       2,10040000,       2,10170000,      12,10030000,       1,10180000,       2,10020000,       1
10130000,       8,10070000,       1,10150000,       2,10050000,       1,10160000,       2,10040000,       2,10170000,      12,10030000,       1,10180000,       2,10020000,       1
10130000,       8,10070000,       1,10140000,       1,10050000,       1,10150000,       2,10040000,       2,10160000,       2,10030000,       1,10170000,      12,10020000,       1
10130000,       8,10050000,       1,10140000,       1,10040000,       2,10150000,       2,10030000,       1,10160000,       2,10020000,       1,10170000,      12,10000000,       3
10130000,       8,10040000,       2,10140000,       1,10030000,       1,10150000,       2,10020000,       1,10160000,       2,10000000,       3,10170000,      12, 9990000,       2
10130000,       8,10040000,       2,10140000,       1,10030000,       1,10150000,       2,10020000,       1,10160000,       2,10000000,       3,10170000,      12, 9990000,       2
10130000,       7,10040000,       2,10140000,       1,10030000,       1,10150000,       2,10020000,       1,10160000,       2,10000000,       3,10170000,      12, 9990000,       2
10130000,       7,10040000,       2,10140000,       1,10030000,       1,10150000,       2,10020000,       1,10160000,       2,10000000,       3,10170000,      12, 9990000,       2
10130000,       7,10040000,       2,10140000,       1,10030000,       1,10150000,       2,10020000,       1,10160000,       2,10000000,       3,10170000,      12, 9990000,       2
10110000,       1,10040000,       2,10130000,       7,10030000,       1,10140000,       1,10020000,       1,10150000,       2,10000000,       3,10160000,       2, 9990000,       2
10110000,       1,10040000,       2,10130000,       7,10030000,       1,10140000,       1,10020000,       1,10150000,       2,10000000,       3,10160000,       2, 9990000,       2
10130000,       7,10040000,       2,10140000,       1,10030000,       1,10150000,       2,10020000,       1,10160000,       2,10000000,       3,10170000,      12, 9990000,       2
10130000,       7,10040000,       2,10140000,       1,10030000,       1,10150000,       2,10020000,       1,10160000,       2,10000000,       3,10170000,      12, 9990000,       2
10130000,       6,10040000,       2,10140000,       1,10030000,       1,10150000,       2,10020000,       1,10160000,       2,10000000,       3,10170000,      12, 9990000,       2
10130000,       6,10040000,       2,10140000,       1,10030000,       1,10150000,       2,10020000,       1,10160000,       2,10000000,       3,10170000,      13, 9990000,       2
10130000,       6,10040000,       2,10140000,       1,10030000,       1,10150000,       3,10020000,       1,10160000,       2,10000000,       3,10170000,      13, 9990000,       2
10130000,       6,10040000,       1,10140000,       1,10030000,       1,10150000,       3,10020000,       1,10160000,       2,10000000,       3,10170000,      13, 9990000,       2
10130000,       6,10040000,       1,10140000,       1,10030000,       1,10150000,       3,10020000,       1,10160000,       2,10000000,       3,10170000,      13, 9990000,       2
10130000,       5,10040000,       1,10140000,       1,10030000,       1,10150000,       3,10020000,       1,10160000,       2,10000000,       3,10170000,      13, 9990000,       2
10130000,       5,10040000,       1,10140000,       1,10030000,       1,10150000,       3,10020000,       2,10160000,       2,10000000,       3,10170000,      13, 9990000,       2
10130000,       5,10040000,       1,10140000,       1,10030000,       1,10150000,       3,10020000,       2,10160000,       2,10000000,       3,10170000,      13, 9990000,       2
10130000,       5,10040000,       1,10140000,       1,10030000,       1,10150000,       3,10020000,       2,10160000,       2,10000000,       3,10170000,      13, 9990000,       2
10130000,       5,10030000,       1,10140000,       1,10020000,       2,10150000,       3,10000000,       3,10160000,       2, 9990000,       2,10170000,      13, 9950000,       1
10130000,       4,10030000,       1,10140000,       1,10020000,       2,10150000,       3,10000000,       3,10160000,       2, 9990000,       2,10170000,      13, 9950000,       1
10130000,       4,10030000,       1,10140000,       1,10020000,       2,10150000,       3,10000000,       3,10160000,       2, 9990000,       2,10170000,      13, 9950000,       1
10130000,       4,10030000,       1,10140000,       1,10020000,       2,10150000,       3,10000000,       3,10160000,       2, 9990000,       2,10170000,      13, 9950000,       1
10130000,       4,10030000,       1,10140000,       1,10020000,       2,10150000,       3,10000000,       3,10160000,       2, 9990000,       2,10170000,      13, 9950000,       1
10130000,       4,10030000,       1,10140000,       1,10020000,       2,10150000,       4,10000000,       3,10160000,       2, 9990000,       2,10170000,      13, 9950000,       1
10130000,       4,10030000,       1,10140000,       1,10020000,       2,10150000,       4,10000000,       3,10160000,       2, 9990000,       2,10170000,      13, 9950000,       1
10130000,       4,10030000,       1,10140000,       1,10020000,       2,10150000,       4,10000000,       3,10160000,       2, 9990000,       2,10170000,      13, 9950000,       1
10130000,       4,10030000,       1,10140000,       1,10020000,       3,10150000,       4,10000000,       3,10160000,       2, 9990000,       2,10170000,      13, 9950000,       1
10130000,       4,10030000,       1,10140000,       1,10020000,       3,10150000,       4,10000000,       2,10160000,       2, 9990000,       2,10170000,      13, 9950000,       1
10040000,       1,10030000,       1,10130000,       4,10020000,       3,10140000,       1,10000000,       2,10150000,       4, 9990000,       2,10160000,       2, 9950000,       1
10040000,       1,10030000,       1,10130000,       4,10020000,       3,10140000,       1,10000000,       2,10150000,       3, 9990000,       2,10160000,       2, 9950000,       1
10040000,       1,10030000,       1,10130000,       4,10020000,       3,10140000,       1,10000000,       2,10150000,       3, 9990000,       3,10160000,       2, 9950000,       1
10040000,       1,10030000,       1,10130000,       4,10020000,       3,10140000,       1,10000000,       2,10150000,       3, 9990000,       3,10160000,       2, 9950000,       1
10130000,       4,10030000,       1,10140000,       1,10020000,       3,10150000,       3,10000000,       2,10160000,       2, 9990000,       3,10170000,      13, 9950000,       1
10130000,       4,10030000,       2,10140000,       1,10020000,       3,10150000,       3,10000000,       2,10160000,       2, 9990000,       3,10170000,      13, 9950000,       1
10130000,       4,10030000,       1,10140000,       1,10020000,       3,10150000,       3,10000000,       2,10160000,       2, 9990000,       3,10170000,      13, 9950000,       1
10130000,       4,10030000,       1,10140000,       2,10020000,       3,10150000,       3,10000000,       2,10160000,       2, 9990000,       3,10170000,      13, 9950000,       1
10130000,       4,10030000,       1,10140000,       2,10020000,       3,10150000,       3,10000000,       2,10160000,       3, 9990000,       3,10170000,      13, 9950000,       1
10130000,       4,10030000,       1,10140000,       2,10020000,       3,10150000,       3,10000000,       2,10160000,       3, 9990000,       3,10170000,      13, 9940000,       2
10110000,       1,10030000,       1,10130000,       4,10020000,       3,10140000,       2,10000000,       2,10150000,       3, 9990000,       3,10160000,       3, 9940000,       2
10110000,       1,10030000,       1,10130000,       4,10020000,       3,10140000,       2,10000000,       2,10150000,       3, 9990000,       3,10160000,       3, 9940000,       2
10110000,       1,10070000,       1,10130000,       4,10030000,       1,10140000,       2,10020000,       3,10150000,       3,10000000,       2,10160000,       3, 9990000,       3
10130000,       4,10070000,       1,10140000,       2,10030000,       1,10150000,       3,10020000,       3,10160000,       3,10000000,       2,10170000,      13, 9990000,       3
10130000,       4,10030000,       1,10140000,       2,10020000,       3,10150000,       3,10000000,       2,10160000,       3, 9990000,       3,10170000,      13, 9940000,       2
10130000,       3,10030000,       1,10140000,       2,10020000,       3,10150000,       3,10000000,       2,10160000,       3, 9990000,       3,10170000,      13, 9940000,       2
10060000,       1,10030000,       1,10130000,       3,10020000,       3,10140000,       2,10000000,       2,10150000,       3, 9990000,       3,10160000,       3, 9940000,       2
10060000,       1,10030000,       1,10130000,       3,10020000,       3,10140000,       2,10000000,       2,10150000,       3, 9990000,       3,10160000,       3, 9940000,       2
10060000,       1,10030000,       1,10130000,       3,10020000,       3,10140000,       2,10000000,       2,10150000,       3, 9990000,       3,10160000,       3, 9960000,       1
10060000,       1,10030000,       1,10130000,       3,10020000,       3,10140000,       2,10000000,       2,10150000,       3, 9990000,       3,10160000,       3, 9960000,       1
10060000,       1,10030000,       1,10130000,       3,10020000,       3,10140000,       2,10000000,       2,10150000,       2, 9990000,       3,10160000,       3, 9960000,       1
10060000,       1,10030000,       1,10130000,       3,10020000,       3,10140000,       2,10000000,       2,10150000,       2, 9990000,       3,10160000,       3, 9960000,       1
10060000,       1,10030000,       1,10130000,       3,10020000,       3,10140000,       2,10000000,       2,10150000,       2, 9990000,       3,10160000,       3, 9960000,       2
10060000,       1,10050000,       1,10130000,       3,10030000,       1,10140000,       2,10020000,       3,10150000,       2,10000000,       2,10160000,       3, 9990000,       3
10060000,       1,10050000,       1,10130000,       3,10030000,       1,10140000,       2,10020000,       3,10150000,       2,10000000,       2,10160000,       3, 9990000,       3
10060000,       1,10050000,       1,10130000,       3,10030000,       1,10140000,       2,10020000,       3,10150000,       2,10000000,       2,10160000,       3, 9990000,       3
10060000,       1,10050000,       1,10130000,       3,10030000,       1,10140000,       3,10020000,       3,10150000,       2,10000000,       2,10160000,       3, 9990000,       3
10060000,       1,10050000,       1,10130000,       3,10030000,       1,10140000,       3,10020000,       3,10150000,       2,10000000,       2,10160000,       3, 9990000,       3
10060000,       1,10050000,       1,10130000,       3,10030000,       1,10140000,       3,10020000,       3,10150000,       2,10000000,       2,10160000,       3, 9990000,       3
10060000,       1,10050000,       1,10130000,       3,10030000,       1,10140000,       4,10020000,       3,10150000,       2,10000000,       2,10160000,       3, 9990000,       3
10130000,       3,10050000,       1,10140000,       4,10030000,       1,10150000,       2,10020000,       3,10160000,       3,10000000,       2,10170000,      13, 9990000,       3
10130000,       3,10050000,       1,10140000,       4,10040000,       1,10150000,       2,10030000,       1,10160000,       3,10020000,       3,10170000,      13,10000000,       2
10130000,       2,10050000,       1,10140000,       4,10040000,       1,10150000,       2,10030000,       1,10160000,       3,10020000,       3,10170000,      13,10000000,       2
10130000,       2,10050000,       1,10140000,       4,10040000,       1,10150000,       2,10030000,       1,10160000,       3,10020000,       3,10170000,      13,10000000,       2
10130000,       2,10050000,       1,10140000,       4,10040000,       1,10150000,       2,10030000,       1,10160000,       3,10020000,       3,10170000,      13,10000000,       2
10130000,       1,10050000,       1,10140000,       4,10040000,       1,10150000,       2,10030000,       1,10160000,       3,10020000,       3,10170000,      13,10000000,       2
10130000,       1,10040000,       1,10140000,       4,10030000,       1,10150000,       2,10020000,       3,10160000,       3,10000000,       2,10170000,      13, 9990000,       3
10140000,       4,10040000,       1,10150000,       2,10030000,       1,10160000,       3,10020000,       3,10170000,      13,10000000,       2,10180000,       2, 9990000,       3
10140000,       5,10040000,       1,10150000,       2,10030000,       1,10160000,       3,10020000,       3,10170000,      13,10000000,       2,10180000,       2, 9990000,       3
10140000,       5,10040000,       1,10150000,       2,10030000,       1,10160000,       3,10020000,       2,10170000,      13,10000000,       2,10180000,       2, 9990000,       3
10140000,       5,10040000,       1,10150000,       2,10030000,       1,10160000,       3,10020000,       2,10170000,      13,10000000,       2,10180000,       2, 9990000,       3
10140000,       4,10040000,       1,10150000,       2,10030000,       1,10160000,       3,10020000,       2,10170000,      13,10000000,       2,10180000,       2, 9990000,       3
10140000,       4,10040000,       1,10150000,       2,10030000,       1,10160000,       3,10020000,       1,10170000,      13,10000000,       2,10180000,       2, 9990000,       3
10140000,       3,10040000,       1,10150000,       2,10030000,       1,10160000,       3,10020000,       1,10170000,      13,10000000,       2,10180000,       2, 9990000,       3
10140000,       3,10040000,       1,10150000,       2,10030000,       1,10160000,       3,10020000,       1,10170000,      13,10000000,       2,10180000,       2, 9990000,       3
10140000,       3,10040000,       1,10150000,       2,10030000,       1,10160000,       3,10020000,       1,10170000,      13,10000000,       2,10180000,       2, 9990000,       3
10140000,       3,10030000,       1,10150000,       2,10020000,       1,10160000,       3,10000000,       2,10170000,      13, 9990000,       3,10180000,       2, 9960000,       2
10080000,       1,10030000,       1,10140000,       3,10020000,       1,10150000,       2,10000000,       2,10160000,       3, 9990000,       3,10170000,      13, 9960000,       2
10080000,       1,10030000,       1,10140000,       3,10020000,       1,10150000,       2,10000000,       2,10160000,       3, 9990000,       3,10170000,      13, 9960000,       2
10080000,       1,10030000,       1,10140000,       3,10020000,       1,10150000,       2,10000000,       2,10160000,       3, 9990000,       3,10170000,      13, 9960000,       2
10080000,       1,10030000,       1,10140000,       3,10000000,       2,10150000,       2, 9990000,       3,10160000,       3, 9960000,       2,10170000,      13, 9950000,       1
10080000,       1,10030000,       1,10140000,       3,10000000,       2,10150000,       2, 9990000,       3,10160000,       3, 9960000,       2,10170000,      13, 9950000,       1
10080000,       1,10000000,       2,10140000,       3, 9990000,       3,10150000,       2, 9960000,       2,10160000,       3, 9950000,       1,10170000,      13, 9940000,       2
10080000,       1,10000000,       2,10140000,       3, 9990000,       3,10150000,       2, 9960000,       2,10160000,       3, 9950000,       1,10170000,      14, 9940000,       2
10080000,       1,10000000,       1,10140000,       3, 9990000,       3,10150000,       2, 9960000,       2,10160000,       3, 9950000,       1,10170000,      14, 9940000,       2
10080000,       1, 9990000,       3,10140000,       3, 9960000,       2,10150000,       2, 9950000,       1,10160000,       3, 9940000,       2,10170000,      14, 9930000,       1
10080000,       1, 9990000,       3,10140000,       3, 9960000,       2,10150000,       2, 9950000,       1,10160000,       3, 9940000,       2,10170000,      14, 9930000,       1
10140000,       3, 9990000,       3,10150000,       2, 9960000,       2,10160000,       3, 9950000,       1,10170000,      14, 9940000,       2,10180000,       2, 9930000,       1
10010000,       1, 9990000,       3,10140000,       3, 9960000,       2,10150000,       2, 9950000,       1,10160000,       3, 9940000,       2,10170000,      14, 9930000,       1
10010000,       1, 9990000,       3,10140000,       3, 9960000,       2,10150000,       2, 9950000,       1,10160000,       3, 9940000,       2,10170000,      14, 9930000,       1
10010000,       1, 9990000,       2,10140000,       3, 9960000,       2,10150000,       2, 9950000,       1,10160000,       3, 9940000,       2,10170000,      14, 9930000,       1
10010000,       1, 9990000,       2,10080000,       1, 9960000,       2,10140000,       3, 9950000,       1,10150000,       2, 9940000,       2,10160000,       3, 9930000,       1
10010000,       1, 9990000,       2,10080000,       1, 9960000,       2,10140000,       3, 9950000,       1,10150000,       2, 9940000,       2,10160000,       3, 9930000,       1
10010000,       2, 9990000,       2,10080000,       1, 9960000,       2,10140000,       3, 9950000,       1,10150000,       2, 9940000,       2,10160000,       3, 9930000,       1
10010000,       2, 9990000,       2,10080000,       1, 9960000,       2,10140000,       3, 9950000,       1,10150000,       2, 9940000,       2,10160000,       3, 9930000,       1
10010000,       2, 9990000,       2,10080000,       1, 9960000,       2,10140000,       3, 9950000,       1,10150000,       2, 9940000,       2,10160000,       3, 9930000,       1
10010000,       2, 9990000,       2,10080000,       1, 9960000,       2,10140000,       3, 9950000,       1,10150000,       2, 9940000,       2,10160000,       3, 9930000,       1
10010000,       2, 9990000,       3,10080000,       1, 9960000,       2,10140000,       3, 9950000,       1,10150000,       2, 9940000,       2,10160000,       3, 9930000,       1
10010000,       2, 9990000,       3,10080000,       1, 9960000,       2,10140000,       4, 9950000,       1,10150000,       2, 9940000,       2,10160000,       3, 9930000,       1
10010000,       2, 9990000,       3,10080000,       1, 9960000,       2,10140000,       4, 9950000,       1,10150000,       2, 9940000,       2,10160000,       3, 9930000,       1
10010000,       2, 9990000,       3,10080000,       1, 9960000,       2,10140000,       4, 9950000,       1,10150000,       2, 9940000,       2,10160000,       3, 9930000,       1
10010000,       2, 9990000,       3,10080000,       1, 9960000,       2,10140000,       4, 9950000,       1,10150000,       2, 9940000,       2,10160000,       3, 9930000,       1
10010000,       2, 9990000,       3,10080000,       1, 9960000,       2,10140000,       4, 9950000,       1,10150000,       2, 9940000,       2,10160000,       3, 9930000,       1
10010000,       2, 9990000,       3,10080000,       1, 9960000,       2,10140000,       4, 9950000,       1,10150000,       2, 9940000,       2,10160000,       3, 9930000,       1
10010000,       2, 9990000,       3,10080000,       1, 9960000,       2,10140000,       4, 9950000,       1,10150000,       2, 9940000,       2,10160000,       3, 9930000,       1
10010000,       2, 9990000,       3,10080000,       1, 9960000,       2,10140000,       4, 9950000,       1,10150000,       2, 9940000,       2,10160000,       3, 9930000,       1
10010000,       2, 9990000,       3,10080000,       1, 9960000,       2,10140000,       4, 9950000,       1,10150000,       1, 9940000,       2,10160000,       3, 9930000,       1
10010000,       2, 9990000,       2,10080000,       1, 9960000,       2,10140000,       4, 9950000,       1,10150000,       1, 9940000,       2,10160000,       3, 9930000,       1
10010000,       2, 9990000,       2,10080000,       1, 9960000,       2,10140000,       4, 9950000,       1,10150000,       1, 9940000,       2,10160000,       3, 9930000,       1
10010000,       2, 9990000,       2,10080000,       1, 9960000,       2,10140000,       4, 9950000,       1,10150000,       1, 9940000,       2,10160000,       3, 9930000,       1
10010000,       2, 9990000,       2,10080000,       1, 9960000,       2,10140000,       4, 9950000,       1,10150000,       1, 9940000,       1,10160000,       3, 9930000,       1
10010000,       2, 9990000,       2,10080000,       1, 9960000,       2,10140000,       4, 9950000,       1,10150000,       1, 9940000,       1,10160000,       3, 9930000,       1
10010000,       2, 9990000,       2,10080000,       1, 9960000,       2,10140000,       4, 9950000,       1,10150000,       1, 9940000,       1,10160000,       3, 9930000,       1
10010000,       2, 9990000,       2,10080000,       1, 9960000,       2,10140000,       4, 9950000,       1,10150000,       1, 9940000,       1,10160000,       3, 9930000,       1
10010000,       2, 9990000,       1,10080000,       1, 9960000,       2,10140000,       4, 9950000,       1,10150000,       1, 9940000,       1,10160000,       3, 9930000,       1
10010000,       2, 9990000,       1,10080000,       1, 9960000,       2,10140000,       3, 9950000,       1,10150000,       1, 9940000,       1,10160000,       3, 9930000,       1
10010000,       2, 9990000,       1,10080000,       1, 9960000,       2,10140000,       3, 9950000,       2,10150000,       1, 9940000,       1,10160000,       3, 9930000,       1
10010000,       2, 9990000,       1,10080000,       1, 9960000,       2,10140000,       3, 9950000,       2,10150000,       1, 9940000,       1,10160000,       3, 9930000,       1
10010000,       2, 9990000,       2,10080000,       1, 9960000,       2,10140000,       3, 9950000,       2,10150000,       1, 9940000,       1,10160000,       3, 9930000,       1
10010000,       2, 9990000,       3,10080000,       1, 9960000,       2,10140000,       3, 9950000,       2,10150000,       1, 9940000,       1,10160000,       3, 9930000,       1
10010000,       3, 9990000,       3,10080000,       1, 9960000,       2,10140000,       3, 9950000,       2,10150000,       1, 9940000,       1,10160000,       3, 9930000,       1
10010000,       3, 9990000,       3,10080000,       1, 9960000,       2,10140000,       3, 9950000,       2,10150000,       1, 9940000,       1,10160000,       3, 9930000,       2
10010000,       2, 9990000,       3,10080000,       1, 9960000,       2,10140000,       3, 9950000,       2,10150000,       1, 9940000,       1,10160000,       3, 9930000,       2
10010000,       2, 9990000,       3,10080000,       1, 9960000,       2,10140000,       3, 9950000,       2,10150000,       1, 9940000,       1,10160000,       3, 9930000,       2
10010000,       1, 9990000,       3,10080000,       1, 9960000,       2,10140000,       3, 9950000,       2,10150000,       1, 9940000,       1,10160000,       3, 9930000,       2
10010000,       1, 9990000,       3,10080000,       1, 9960000,       2,10140000,       3, 9950000,       2,10150000,       1, 9940000,       1,10160000,       3, 9930000,       2
10010000,       1, 9990000,       3,10080000,       1, 9960000,       2,10140000,       3, 9950000,       2,10150000,       1, 9940000,       1,10160000,       3, 9930000,       2
10080000,       1, 9990000,       3,10140000,       3, 9960000,       2,10150000,       1, 9950000,       2,10160000,       3, 9940000,       1,10170000,      14, 9930000,       2
10080000,       1,10000000,       1,10140000,       3, 9990000,       3,10150000,       1, 9960000,       2,10160000,       3, 9950000,       2,10170000,      14, 9940000,       1
10080000,       1,10000000,       1,10130000,       1, 9990000,       3,10140000,       3, 9960000,       2,10150000,       1, 9950000,       2,10160000,       3, 9940000,       1
10080000,       1,10000000,       1,10130000,       1, 9990000,       3,10140000,       3, 9980000,       1,10150000,       1, 9960000,       2,10160000,       3, 9950000,       2
10070000,       1,10000000,       1,10080000,       1, 9990000,       3,10130000,       1, 9980000,       1,10140000,       3, 9960000,       2,10150000,       1, 9950000,       2
10070000,       1,10000000,       1,10080000,       1, 9990000,       3,10130000,       1, 9980000,       1,10140000,       3, 9960000,       2,10150000,       1, 9950000,       2
10070000,       1,10000000,       1,10080000,       1, 9990000,       3,10130000,       1, 9980000,       1,10140000,       3, 9960000,       2,10150000,       1, 9950000,       2
10070000,       1,10000000,       1,10080000,       1, 9990000,       3,10130000,       1, 9980000,       1,10140000,       3, 9960000,       2,10150000,       1, 9950000,       2
10070000,       1,10000000,       1,10080000,       1, 9990000,       3,10130000,       2, 9980000,       1,10140000,       3, 9960000,       2,10150000,       1, 9950000,       2
10070000,       1,10000000,       1,10080000,       1, 9990000,       3,10130000,       2, 9980000,       1,10140000,       3, 9960000,       2,10150000,       1, 9950000,       2
10070000,       1,10000000,       1,10080000,       1, 9990000,       3,10130000,       2, 9980000,       1,10140000,       3, 9960000,       2,10150000,       1, 9950000,       2
10070000,       1,10000000,       1,10080000,       1, 9990000,       3,10130000,       2, 9980000,       1,10140000,       3, 9960000,       2,10150000,       1, 9950000,       2
10070000,       1,10000000,       1,10080000,       2, 9990000,       3,10130000,       2, 9980000,       1,10140000,       3, 9960000,       2,10150000,       1, 9950000,       2
10070000,       1,10000000,       1,10080000,       2, 9990000,       3,10130000,       2, 9980000,       1,10140000,       3, 9960000,       2,10150000,       1, 9950000,       2
10070000,       1,10000000,       1,10080000,       2, 9990000,       3,10100000,       1, 9980000,       1,10130000,       2, 9960000,       2,10140000,       3, 9950000,       2
10070000,       1,10050000,       1,10080000,       2,10000000,       1,10100000,       1, 9990000,       3,10130000,       2, 9980000,       1,10140000,       3, 9960000,       2
10070000,       1,10050000,       1,10080000,       2,10000000,       1,10100000,       1, 9990000,       3,10130000,       2, 9980000,       1,10140000,       3, 9960000,       2
10070000,       1,10050000,       1,10080000,       2,10000000,       1,10100000,       1, 9990000,       3,10130000,       2, 9980000,       1,10140000,       3, 9960000,       2
10070000,       1,10050000,       1,10080000,       2,10000000,       1,10100000,       1, 9990000,       3,10130000,       2, 9980000,       1,10140000,       3, 9960000,       2
10080000,       2,10050000,       1,10100000,       1,10000000,       1,10130000,       2, 9990000,       3,10140000,       3, 9980000,       1,10150000,       1, 9960000,       2
10080000,       2,10050000,       1,10100000,       1,10000000,       1,10130000,       2, 9990000,       3,10140000,       3, 9980000,       1,10150000,       2, 9960000,       2
10080000,       2,10050000,       1,10100000,       1,10000000,       1,10130000,       2, 9990000,       3,10140000,       3, 9980000,       1,10150000,       2, 9960000,       2
10080000,       1,10050000,       1,10100000,       1,10000000,       1,10130000,       2, 9990000,       3,10140000,       3, 9980000,       1,10150000,       2, 9960000,       2
10080000,       1,10050000,       1,10100000,       1,10000000,       1,10130000,       2, 9990000,       3,10140000,       3, 9980000,       1,10150000,       2, 9960000,       2
10080000,       1,10050000,       1,10100000,       1,10000000,       1,10130000,       2, 9990000,       3,10140000,       3, 9980000,       1,10150000,       2, 9960000,       2
10080000,       1,10050000,       2,10100000,       1,10000000,       1,10130000,       2, 9990000,       3,10140000,       3, 9980000,       1,10150000,       2, 9960000,       2
10080000,       1,10050000,       2,10100000,       1,10000000,       1,10130000,       2, 9990000,       3,10140000,       3, 9980000,       1,10150000,       2, 9960000,       2
10100000,       1,10050000,       2,10130000,       2,10000000,       1,10140000,       3, 9990000,       3,10150000,       2, 9980000,       1,10160000,       2, 9960000,       2
10100000,       1,10080000,       1,10130000,       2,10050000,       2,10140000,       3,10000000,       1,10150000,       2, 9990000,       3,10160000,       2, 9980000,       1
